s,retailid,manitemid,y,m,d,efr,efc,ohb,promotypeid,srf_adew,srf_aheat,srf_amax,srf_aprcp,srf_cmf,srf_dew,srf_heatw,srf_hum,srf_max,srf_min,srf_prcp,srf_prcpp,srf_uv,srf_wnds,p_cci1,p_cci2,p_cci3,p_ces,p_cpi,p_cru,p_dies,p_emp,p_fern,p_fmr,p_gas,p_gern,p_hpe,p_hpi,p_hse,p_hsn,p_labf,p_lint,p_mern,p_mhrs,p_nfe,p_nhc,p_nhs,p_phm,p_rs,p_sint,p_smkt,p_uner,cy,zip_pop,age_median,white,black,asian,hispanic,fam_w_children,fam_female_head,house_rental,ed_bs,labor_force,commut_tele,commut_avg,inc_median_house,inc_mean_house,inc_mean_fam,inc_per_cap,house_rooms_median,house_oil
0,1,1,2014,1,12,11.2,11.2,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.4,77.3,80.8,1029,234.933,92.39,2.977,2842018,2772,4.432,2.967,419.4,193900,642,1960000,262,3106348,3.8,693.05,40,2636.5,433,488,18.38,379468,0.03,1842.37,8.5,0.86,2878,36.900002,5358,349,3,18,386,105,199,82,1422,26,37.5,40295,46370,45918,17878,5.5999999,10
0,1,1,2014,1,9,11.2,11.2,890,0,9.8397609,-6.8416669,2.2785706,-0.02857143,5.2848398,8.4180098,4.806168,14.7194519,6.9338129,6.8201163,0.06642857,37.58246613,-1.689718604,-0.83203568,79.4,77.3,80.8,1029,234.933,91.36,2.953,8598039,7627.4,4.432,2.943,1070,193900,642,1960000,262,9348056,3.87,814.45,35.5,7226.5,433,488,18.28,379468,0.03,1838.13,8,0.61,,,0,0,0,0,,,,,,,,,,,,,
5,1,1,2014,1,9,11.2,11.2,890,0,5.6573808,-1.132143,-1.3488104,-0.01642857,-2.9111913,3.1326191,8.458336,12.88095093,-2.9519043,3.2728555,-0.01904762,-6.309523582,0,2.5166666,79.4,77.3,80.8,1085,234.933,91.36,2.953,16631898,14748.2,4.432,2.943,2345.4,287100,642,1150000,121,18556482,3.87,848.07,39.9,14044.7,187,236,18.28,379468,0.03,1838.13,10.4,0.61,41690,35,62077,1488,6167,11242,5612,1362,3576,5705,21488,860,33.900002,82258,101144,91021,33886,6,11
0,1,1,2014,1,13,11.2,11.2,890,0,12.065,-14.74857,12.328095,-0.07099994,5.9645237,7.6621427,-10.0969,9.142860413,10.47381,13.867382,-0.08928572,-13.6428566,0,6.9204761,79.4,77.3,80.8,1124,234.933,91.45,2.957,4151131,4094.3,4.432,2.947,603.9,160500,642,1160000,51,4599269,3.77,900.22,39.6,3912.6,131,62,18.02,379468,0.03,1819.2,9.7,0.92,24747,38.099998,45579,2320,376,726,2713,860,1947,1384,11663,416,18.700001,39052,47191,46283,18423,5.5,754
0,1,1,2014,1,10,11.2,11.2,890,0,12.540714,-8.3426187,7.1416664,0.93571429,3.3138095,6.4445241,-10.04333,16.85713959,7.9904768,4.442858,0.02380952,38.40476227,0,4.8483335,79.4,77.3,80.8,1124,234.933,92.39,2.977,5924028,5837,4.432,2.967,827.7,160500,642,1160000,51,6590525,3.8,797.72,39.1,5652.1,131,62,18.38,379468,0.03,1842.37,10.1,0.7,28562,39.099998,52837,685,2844,774,4128,589,1472,6084,15018,709,27.299999,94334,119187,107272,43586,7.5,20
0,1,1,2014,1,10,11.2,11.2,890,0,-2.7814285,-3.9857141,-3.6352371,-0.20023809,0.29404764,2.5309523,2.620468,12.7857132,-0.35643005,6.3471434,0.9345238,22,0,5.2945235,79.4,77.3,80.8,1085,234.933,92.39,2.977,3152871,2931,4.432,2.967,539.8,287100,642,1150000,121,3445455,3.8,1014.68,37.5,2811.4,187,236,18.38,379468,0.03,1842.37,8.5,0.7,28894,38.799999,41925,6984,5512,1721,3313,1412,4482,2927,13306,337,25.5,43938,50695,51674,23966,5.5,209
4,1,1,2014,1,10,11.2,11.2,890,0,1.9545231,5.8330956,-1.5245247,-0.02032507,-0.76309505,1.1359527,-2.978569,7,0,-8.3592854,-0.0702381,-3.166667938,0,-3.4873808,79.4,77.3,80.8,1338,234.933,92.39,2.977,8710299,8934.4,4.432,2.967,1440.9,270900,642,650000,36,9606706,3.8,768.41,38.2,8632.7,94,117,18.38,379468,0.03,1842.37,9.3,0.7,14204,35.099998,26629,1115,195,353,2028,396,684,1482,7047,238,25.299999,54138,60501,59672,21903,6.3000002,1629
0,1,1,2014,1,8,11.2,11.2,890,0,-29.48238,25.891666,-30.450951,-0.06261905,-8.9390474,-6.7700001,-9.099049,2.214286804,-12.953094,-17.310476,-0.0952381,-23.57143021,0,-3.3528572,79.4,77.3,80.8,1124,234.933,91.9,2.983,4151131,4094.3,4.432,2.975,603.9,160500,642,1160000,51,4599269,3.9,900.22,39.6,3912.6,131,62,18.13,379468,0.04,1837.49,9.7,0.51,48976,36.400002,92305,2694,1712,738,5789,2593,5055,1851,25107,288,24.200001,41171,49108,49118,19904,5.0999999,51
0,1,1,2014,1,9,11.2,11.2,890,0,9.1640494,0.16547632,-5.1878586,-0.00142857,-3.1378575,5.4466666,5.739532,20.52381134,-4.1421432,2.9540482,0,0.309523583,-0.5,-0.44095215,79.4,77.3,80.8,1085,234.933,91.36,2.953,16631898,14748.2,4.432,2.943,2345.4,287100,642,1150000,121,18556482,3.87,848.07,39.9,14044.7,187,236,18.28,379468,0.03,1838.13,10.4,0.61,46071,30.9,81907,1519,3202,4902,2523,1190,16680,11417,31565,1132,22.9,45202,56829,59553,31117,3.7,0
2,1,1,2014,1,9,11.2,11.2,890,0,-13.499047,15.419526,-11.999524,-0.03561014,-8.1483334,-5.307619,-10.24333,7.761901855,-9.6697617,-17.915952,-0.09285714,-19.88095093,0,-2.9547617,79.4,77.3,80.8,1124,234.933,91.36,2.953,4151131,4094.3,4.432,2.943,603.9,160500,642,1160000,51,4599269,3.87,900.22,39.6,3912.6,131,62,18.28,379468,0.03,1838.13,9.7,0.61,44142,34.700001,86328,195,599,602,6304,1227,2614,4854,23498,687,30.799999,64265,69892,70851,25831,6,1171
0,1,1,2014,1,14,11.2,11.2,890,0,10.857143,-12.990237,13.026905,-0.04880952,6.5919047,4.935238,-3.862621,3.047622681,6.8719046,13.130714,-0.0202381,42.38095093,0,-3.7938095,79.4,77.3,80.8,1124,234.933,92.15,2.976,5214940,5190.6,4.432,2.964,740.6,160500,642,1160000,51,5694739,3.8,804.69,37.7,5067.8,131,62,18.01,379468,0.03,1838.88,8.4,0.96,35875,41.5,67671,2714,698,667,4013,1493,4631,4260,18203,342,20.700001,41494,53515,53811,23231,5.8000002,128
0,1,1,2014,1,12,11.2,11.2,890,0,5.0807135,0.07785583,-4.7116661,0.00404762,-0.39547614,1.7216666,9.500481,3.166667938,1.3649995,7.2619057,-0.01666667,37.2857151,0,3.9673809,79.4,77.3,80.8,1085,234.933,92.39,2.977,1746744,1679.4,4.432,2.967,291.2,287100,642,1150000,121,1927857,3.8,758.16,39.8,1617.2,187,236,18.38,379468,0.03,1842.37,9.4,0.86,28552,38.299999,51893,488,536,1928,3545,1168,3149,2065,13499,503,16.5,34858,42279,41228,17512,5.4000001,679
0,1,1,2014,1,13,11.2,11.2,890,0,12.19,-15.16357,18.032381,0.115,8.6057141,4.9304763,-5.381432,-12.59523773,14.71381,8.4771423,-0.05238095,-10.26190567,0,11.948333,79.4,77.3,80.8,1338,234.933,91.45,2.957,8710299,8934.4,4.432,2.947,1440.9,270900,642,650000,36,9606706,3.77,768.41,38.2,8632.7,94,117,18.02,379468,0.03,1819.2,9.3,0.92,24573,41.799999,47439,883,560,224,2525,953,3509,1924,13087,216,21.700001,41358,52622,50890,20971,5.3000002,119
2,1,1,2014,1,12,11.2,11.2,890,0,6.3276196,-10.048334,5.5490494,-0.06261905,2.9809526,3.2299999,-9.099049,1.214286804,5.0469055,5.6895237,-0.0952381,-22.57143021,0,5.9071428,79.4,77.3,80.8,1124,234.933,92.39,2.977,4151131,4094.3,4.432,2.967,603.9,160500,642,1160000,51,4599269,3.8,900.22,39.6,3912.6,131,62,18.38,379468,0.03,1842.37,9.7,0.86,53353,35.200001,2113,103456,241,338,5948,6141,5425,3037,23981,451,28.299999,40041,48838,46903,18936,5.8000002,105
0,1,1,2014,1,9,11.2,11.2,890,0,14.767143,-3.0569048,1.0371399,0.09523809,3.4419056,7.1657147,9.352875,13.57143021,5.1507166,12.770952,0.11785714,56.11904716,-1.857142806,-3.0457144,79.4,77.3,80.8,1029,234.933,91.36,2.953,8598039,7627.4,4.432,2.943,1070,193900,642,1960000,262,9348056,3.87,814.45,35.5,7226.5,433,488,18.28,379468,0.03,1838.13,8,0.61,19710,33.700001,34549,2320,1561,2338,3676,476,826,3672,9838,534,29.299999,95989,107974,101021,36805,7.5,0
2,1,1,2014,1,8,11.2,11.2,890,0,-22.864524,24.939524,-28.628571,-0.04333333,-8.9109524,-13.494047,-4.263573,-20.47618866,-13.698808,-19.300238,-0.05357143,-25.02380943,0,-6.7066668,79.4,77.3,80.8,1029,234.933,91.9,2.983,3950167,3771.9,4.432,2.975,715.5,193900,642,1960000,262,4209805,3.9,758.4,38,3676.6,433,488,18.13,379468,0.04,1837.49,6.2,0.51,17125,35.400002,30712,2194,746,680,2419,479,1660,3517,9663,640,27.5,75521,87429,89802,34064,6.9000001,666
0,1,1,2014,1,12,11.2,11.2,890,0,5.6711903,-6.8564301,2.6578581,-0.07190476,3.2490474,1.1019049,-0.1202316,-9.928573608,6.392618,7.7052386,-0.07976191,-27.2142868,0,3.9692855,79.4,77.3,80.8,1029,234.933,92.39,2.977,733444,775.4,4.432,2.967,155.6,193900,642,1960000,262,799875,3.8,714.72,41.5,750,433,488,18.38,379468,0.03,1842.37,8.3,0.86,9435,41.799999,18567,199,22,34,1071,355,808,612,4178,68,25.200001,31683,41198,38024,17617,5.5,559
0,1,1,2014,1,13,11.2,11.2,890,0,-7.668808,-3.6907144,8.8190439,-0.0047619,2.9250002,-0.95642859,6.137604,-8.928571701,5.9171393,-0.78547668,0,-1.190476418,2.214285731,-0.00047615,79.4,77.3,80.8,1085,234.933,91.45,2.957,16631898,14748.2,4.432,2.947,2345.4,287100,642,1150000,121,18556482,3.77,848.07,39.9,14044.7,187,236,18.02,379468,0.03,1819.2,10.4,0.92,62765,28.700001,36928,5043,17886,49335,8252,3520,17135,2382,25465,396,34.799999,20593,35625,21077,10032,2,10
2,1,1,2014,1,14,11.2,11.2,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.4,77.3,80.8,1029,234.933,92.15,2.976,4410351,4072.2,4.432,2.964,671.2,193900,642,1960000,262,4849324,3.8,737.43,40.2,3889.5,433,488,18.01,379468,0.03,1838.88,9.1,0.96,11400,33.599998,16815,4102,44,1500,1444,603,1266,396,4919,97,23.4,25043,36299,30849,12776,5.1999998,37
0,1,1,2014,1,11,11.2,11.2,890,0,8.4497617,-0.84428665,1.5252385,0,3.6265259,3.7700976,5.158295,-0.1102314,5.4722983,4.1613301,0,-6.013131142,-1.496549487,-3.7094118,79.4,77.3,80.8,1085,234.933,92.39,2.977,1226402,1175.8,4.432,2.967,152.1,287100,642,1150000,121,1366424,3.8,613.48,39.3,1121.4,187,236,18.38,379468,0.03,1842.37,10.2,0.79,14689,35.200001,25516,999,1866,1204,1676,371,1508,2383,8137,349,22.9,70089,80450,74888,35693,6,0
0,1,1,2014,1,12,11.2,11.2,890,0,6.4152372,-9.603811,4.9176199,0.10761905,3.6311904,0.84738077,8.18618,-18.09523773,7.7223795,10.824047,-0.0047619,28.88095284,0,11.197619,79.4,77.3,80.8,1085,234.933,92.39,2.977,1282894,1291.4,4.432,2.967,216.5,287100,642,1150000,121,1360539,3.8,703.1,42.3,1195.1,187,236,18.38,379468,0.03,1842.37,5.7,0.86,23134,28.799999,42514,389,1083,1713,3145,821,2376,1894,12221,457,23.299999,46116,53338,51318,17637,5.9000001,0
3,1,1,2014,1,13,11.2,11.2,890,0,8.1545219,-5.8264284,8.6333304,1.1978571,9.3142858,3.7790474,2.091194,-1.595237732,7.1664276,2.513571,0.91904762,-14.80952454,-1.214285731,-3.440952,79.4,77.3,80.8,1029,234.933,91.45,2.957,8598039,7627.4,4.432,2.947,1070,193900,642,1960000,262,9348056,3.77,814.45,35.5,7226.5,433,488,18.02,379468,0.03,1819.2,8,0.92,33753,37.200001,49851,14369,1597,1586,4104,2273,6599,4012,17385,302,20.1,35568,50415,45725,22400,5.1999998,861
0,1,1,2014,1,9,11.2,11.2,890,0,-16.09119,19.145476,-11.129286,-0.02976191,-6.989524,-6.3197618,-9.571667,2.47618866,-10.225,-18.546906,-0.0952381,-21.7142868,0,-7.1852377,79.4,77.3,80.8,1124,234.933,91.36,2.953,4151131,4094.3,4.432,2.943,603.9,160500,642,1160000,51,4599269,3.87,900.22,39.6,3912.6,131,62,18.28,379468,0.03,1838.13,9.7,0.61,38016,35,67525,2063,5455,917,5012,1327,5139,6644,21459,468,27.1,62484,75582,76424,31376,5.3000002,115
0,1,1,2014,1,8,11.2,11.2,890,0,5.0952372,2.356189,-3.0723801,-0.03238095,2.1111904,2.5173808,8.18618,4.904762268,1.7023795,2.8340473,-0.0047619,5.880952835,0,-1.7623814,79.4,77.3,80.8,1085,234.933,91.9,2.983,1282894,1291.4,4.432,2.975,216.5,287100,642,1150000,121,1360539,3.9,703.1,42.3,1195.1,187,236,18.13,379468,0.04,1837.49,5.7,0.51,43685,31.700001,83587,321,1230,1486,5454,1289,3553,6161,21616,1014,20.5,54551,68444,61122,23658,7.1999998,0
2,1,1,2014,1,8,11.2,11.2,890,0,-20.957619,6.8107145,-16.996668,-0.14642857,-1.4092857,6.7740476,6.023094,23.09523773,1.3447626,-3.9290466,-0.14642857,-6.952381134,-0.928571403,-5.8647616,79.4,77.3,80.8,1029,234.933,91.9,2.983,11782494,11267.8,4.432,2.975,1812.6,193900,642,1960000,262,12655050,3.9,822.31,41.5,10464.1,433,488,18.13,379468,0.04,1837.49,6.9,0.51,33743,38.799999,60147,1741,1660,6638,4226,1102,4602,6991,19618,1032,23.799999,64301,75636,76794,33388,6.0999999,7
0,1,1,2014,1,12,11.2,11.2,890,0,17.072143,-16.235477,17.093809,-0.01285714,12.124048,9.9633331,-18.33072,0.309524536,17.880238,11.477857,-0.02142857,-3.833333969,0,0.84190495,79.4,77.3,80.8,1124,234.933,92.39,2.977,2768028,2786.5,4.432,2.967,414.2,160500,642,1160000,51,2963630,3.8,790.69,43.7,2670.5,131,62,18.38,379468,0.03,1842.37,6.6,0.86,5836,35.599998,11298,56,227,50,917,105,122,807,3343,184,24.9,80493,114363,85122,38583,7.9000001,134
0,1,1,2014,1,10,11.2,11.2,890,0,11.078095,-8.9147606,7.5123808,0.70690476,4.7130952,5.8350003,-11.04881,8.928573608,7.8719046,4.8649995,0.02738095,44.69047546,0,4.7157142,79.4,77.3,80.8,1124,234.933,92.39,2.977,5924028,5837,4.432,2.967,827.7,160500,642,1160000,51,6590525,3.8,797.72,39.1,5652.1,131,62,18.38,379468,0.03,1842.37,10.1,0.7,30161,34.900002,51936,1820,3576,4413,3614,1117,2982,3214,16963,342,25.6,54517,62476,62339,23830,5.4000001,26
0,1,1,2014,1,13,11.2,11.2,890,0,11.154285,-13.59119,10.701904,-0.05047619,6.2180953,7.7678571,-9.49905,9.357139587,10.465475,12.345715,-0.02976191,1.595237732,0,6.4352386,79.4,77.3,80.8,1124,234.933,91.45,2.957,4151131,4094.3,4.432,2.947,603.9,160500,642,1160000,51,4599269,3.77,900.22,39.6,3912.6,131,62,18.02,379468,0.03,1819.2,9.7,0.92,40647,39.599998,78743,675,518,1261,4869,1766,2982,2890,20298,487,21.200001,40190,52796,49432,20972,5.5,180
0,1,1,2014,1,13,11.2,11.2,890,0,10.870714,-16.401666,18.771665,-0.05166667,11.945476,4.0719049,-3.28714,-22.2142868,18.605238,9.1104758,-0.02857143,-15.38095093,0,6.7876193,79.4,77.3,80.8,1338,234.933,91.45,2.957,8710299,8934.4,4.432,2.947,1440.9,270900,642,650000,36,9606706,3.77,768.41,38.2,8632.7,94,117,18.02,379468,0.03,1819.2,9.3,0.92,16526,37.099998,32122,452,214,163,2333,467,841,1531,8732,181,24.799999,54589,60257,59468,21645,6.3000002,343
1,1,1,2014,1,9,11.2,11.2,890,0,-12.459286,18.657381,-6.8583336,-0.07428571,-5.5861905,-3.5554759,-10.04333,5.857139587,-5.9895232,-20.537142,-0.07619048,-10.59523773,0,-2.5616665,79.4,77.3,80.8,1124,234.933,91.36,2.953,5924028,5837,4.432,2.943,827.7,160500,642,1160000,51,6590525,3.87,797.72,39.1,5652.1,131,62,18.28,379468,0.03,1838.13,10.1,0.61,28562,39.099998,52837,685,2844,774,4128,589,1472,6084,15018,709,27.299999,94334,119187,107272,43586,7.5,20
0,1,1,2014,1,9,11.2,11.2,890,0,14.444284,-6.3104763,1.7976205,-0.01428571,5.0576181,7.9619049,5.474045,16.19047546,6.3466666,8.8330956,0.16785714,38.40476227,-1.571428537,2.6926192,79.4,77.3,80.8,1029,234.933,91.36,2.953,8598039,7627.4,4.432,2.943,1070,193900,642,1960000,262,9348056,3.87,814.45,35.5,7226.5,433,488,18.28,379468,0.03,1838.13,8,0.61,27939,65.599998,54001,1199,302,489,1001,513,858,2455,6250,206,22,37010,34911,40426,23283,5,36
0,1,1,2014,1,8,11.2,11.2,890,0,-2.7111887,-5.8797619,1.6430969,-0.05404762,-0.49309517,-0.53999993,7.664757,-3.166667938,0.06333374,1.2035696,-0.02857143,-12.5714283,0,-0.52500004,79.4,77.3,80.8,1085,234.933,91.9,2.983,16631898,14748.2,4.432,2.975,2345.4,287100,642,1150000,121,18556482,3.9,848.07,39.9,14044.7,187,236,18.13,379468,0.04,1837.49,10.4,0.51,28368,41,47008,1477,3108,2381,3002,1308,2815,1490,10614,372,23.5,31814,43085,38800,15927,5.0999999,40
0,1,1,2014,1,13,11.2,11.2,890,0,12.652857,-12.729285,12.811905,-0.08452381,7.1707145,6.4514285,-10.64,-0.02381134,11.080951,15.834286,-0.04285714,-22.30952454,0,1.369048,79.4,77.3,80.8,1124,234.933,91.45,2.957,5924028,5837,4.432,2.947,827.7,160500,642,1160000,51,6590525,3.77,797.72,39.1,5652.1,131,62,18.02,379468,0.03,1819.2,10.1,0.92,18659,38.200001,34128,2750,153,347,1977,709,1942,1059,7952,204,24.200001,33360,43092,41210,17758,5.4000001,13
0,1,1,2014,1,14,11.2,11.2,890,0,20.621429,-11.962858,8.2161903,0.45928572,6.9209523,9.9952382,-2.783333,24.97618866,8.3342857,12.975239,0.13571428,64.83333397,0,-8.5554758,79.4,77.3,80.8,1338,234.933,92.15,2.976,8710299,8934.4,4.432,2.964,1440.9,270900,642,650000,36,9606706,3.8,768.41,38.2,8632.7,94,117,18.01,379468,0.03,1838.88,9.3,0.96,11157,34.5,13465,6676,506,1622,1442,1021,2246,645,4587,16,45.400002,37248,54257,42922,17434,4.3000002,2618
0,1,1,2014,1,14,11.2,11.2,890,0,4.5307143,-3.8426187,3.1516664,-0.07428571,3.5838095,5.8845241,-10.04333,13.85713959,6.0004768,6.462858,0.32380952,46.40476227,0,4.8483335,79.4,77.3,80.8,1124,234.933,92.15,2.976,5924028,5837,4.432,2.964,827.7,160500,642,1160000,51,6590525,3.8,797.72,39.1,5652.1,131,62,18.01,379468,0.03,1838.88,10.1,0.96,23530,33.200001,31434,6080,1684,6941,3035,977,1759,1707,12322,171,26.200001,52468,57131,58282,20471,5.3000002,9
0,1,1,2014,1,9,11.2,11.2,890,0,-10.805952,16.223097,-6.4519043,-0.05738095,-6.6511904,-4.8292853,-11.68714,3.333332062,-6.7623806,-19.704762,-0.06666667,-13.7142868,0,-4.2797614,79.4,77.3,80.8,1124,234.933,91.36,2.953,2780293,2834.2,4.432,2.943,411.5,160500,642,1160000,51,3022967,3.87,748.61,38.2,2747.8,131,62,18.28,379468,0.03,1838.13,8,0.61,,,0,0,0,0,,,,,,,,,,,,,
0,1,1,2014,1,10,11.2,11.2,890,0,12.115713,-10.082859,9.6888103,0.49833333,4.4797618,6.3257144,-11.09833,14.7142868,8.6080954,4.6442852,0.02380952,35.7142868,0,2.5571433,79.4,77.3,80.8,1124,234.933,92.39,2.977,5924028,5837,4.432,2.967,827.7,160500,642,1160000,51,6590525,3.8,797.72,39.1,5652.1,131,62,18.38,379468,0.03,1842.37,10.1,0.7,19442,37.400002,37702,301,345,573,2599,687,1623,1914,10363,352,36.599998,58578,69646,67646,27979,5.9000001,24
0,1,1,2014,1,9,11.2,11.2,890,0,-0.45904732,-1.5138092,0.13071609,-0.11666666,0.16904762,-3.2385714,-4.000717,-12.2142868,-1.5726204,-4.0373804,-0.15238096,1.02381134,0,-6.8750004,79.4,77.3,80.8,1029,234.933,91.36,2.953,1881955,1839.2,4.432,2.943,335,193900,642,1960000,262,2062000,3.87,769.2,41.3,1787.4,433,488,18.28,379468,0.03,1838.13,8.7,0.61,30171,41.5,57189,1532,1259,320,3243,969,4110,7092,16245,625,19.700001,54050,73759,70853,38456,6.3000002,80
0,1,1,2014,1,14,11.2,11.2,890,0,-1.3249997,2.2747629,-2.5971433,-0.00181354,-1.5911909,-0.3883329,-12.43286,6.071426392,-4.3192861,2.1521432,0.15833333,14.90476227,0,3.3071428,79.4,77.3,80.8,1124,234.933,92.15,2.976,4151131,4094.3,4.432,2.964,603.9,160500,642,1160000,51,4599269,3.8,900.22,39.6,3912.6,131,62,18.01,379468,0.03,1838.88,9.7,0.96,32378,34.900002,60899,1658,540,239,3407,1136,4783,4002,16947,338,13.9,35911,46814,51112,19031,5.1999998,653
0,1,1,2014,1,10,11.2,11.2,890,0,21.92881,-14.344999,15.521427,-0.05428572,16.165952,15.724286,5.023575,23.45238113,17.772142,14.155951,-0.03571429,40.59523773,-0.357142866,9.0847619,79.4,77.3,80.8,1029,234.933,92.39,2.977,11782494,11267.8,4.432,2.967,1812.6,193900,642,1960000,262,12655050,3.8,822.31,41.5,10464.1,433,488,18.38,379468,0.03,1842.37,6.9,0.7,33643,36.400002,59843,2440,2880,2253,4318,1195,6282,6302,20914,641,24.6,59599,68303,78765,31301,5.4000001,0
0,1,1,2014,1,14,11.2,11.2,890,0,4.1478573,-9.8390474,13.671429,0.07992734,-2.7602384,0.86476189,-13.76428,-3.333335876,1.2009523,12.905238,-0.02380952,47.95238113,0,32.360952,79.4,77.3,80.8,1124,234.933,92.15,2.976,1523357,1529.9,4.432,2.964,251.7,160500,642,1160000,51,1622663,3.8,718.36,42,1476.8,131,62,18.01,379468,0.03,1838.88,6.1,0.96,1897,38.400002,3773,5,7,3,237,41,169,121,986,71,15.1,38235,43772,48618,17477,6.3000002,16
0,1,1,2014,1,9,11.2,11.2,890,0,-21.682857,22.068094,-9.9428562,-0.03476191,-12.235476,-9.5502377,-16.46833,2.52381134,-14.748333,-33.085715,-0.0452381,-20.4285717,0,-3.4388092,79.4,77.3,80.8,1124,234.933,91.36,2.953,2780293,2834.2,4.432,2.943,411.5,160500,642,1160000,51,3022967,3.87,748.61,38.2,2747.8,131,62,18.28,379468,0.03,1838.13,8,0.61,15127,40.099998,29619,74,82,272,1819,455,1555,1593,7376,314,17.9,40034,49713,49016,20015,5.3000002,412
0,1,1,2014,1,9,11.2,11.2,890,0,-12.10619,11.907858,-9.8335724,-0.07404762,-6.9895238,-5.1490478,-9.71595,4.238098145,-7.8566666,-18.319525,-0.07976191,-20.92856979,0,-3.8830958,79.4,77.3,80.8,1124,234.933,91.36,2.953,4151131,4094.3,4.432,2.943,603.9,160500,642,1160000,51,4599269,3.87,900.22,39.6,3912.6,131,62,18.28,379468,0.03,1838.13,9.7,0.61,11195,30.200001,17178,2828,1753,451,1214,433,3423,1977,7155,163,20.200001,42315,54295,56811,25606,4.1999998,28
0,1,1,2014,1,11,11.2,11.2,890,0,17.001428,-12.67119,8.143334,0.10285714,6.7688095,8.834762,-7.904762,18.69047546,11.28381,15.630001,0.52619047,62.47618866,0,4.3214288,79.4,77.3,80.8,1124,234.933,92.39,2.977,4151131,4094.3,4.432,2.967,603.9,160500,642,1160000,51,4599269,3.8,900.22,39.6,3912.6,131,62,18.38,379468,0.03,1842.37,9.7,0.79,9233,42.5,17793,184,139,122,1050,372,926,477,3928,91,20,32198,36109,38425,17247,5,93
1,1,1,2014,1,9,11.2,11.2,890,0,10.928095,-4.1095239,4.4254788,-0.04547619,5.1773815,10.365476,1.977386,25.90476227,5.762619,7.5721436,-0.06309524,-8.642856598,-1.428571463,-4.2364283,79.4,77.3,80.8,1029,234.933,91.36,2.953,11782494,11267.8,4.432,2.943,1812.6,193900,642,1960000,262,12655050,3.87,822.31,41.5,10464.1,433,488,18.28,379468,0.03,1838.13,6.9,0.61,39519,28.6,67291,399,715,36082,5151,2110,5079,2619,15695,451,18.4,34122,48283,36643,14296,4.5999999,12
4,1,1,2014,1,13,11.2,11.2,890,0,5.1102393,-3.0452383,7.9045219,-0.04261904,4.445,1.5119048,-6.453812,-11.02381134,8.4302368,-0.4666655,0.25238095,-20.02380943,-0.142857149,-3.8788098,79.4,77.3,80.8,1029,234.933,91.45,2.957,1958505,1907.1,4.432,2.947,355.3,193900,642,1960000,262,2160115,3.77,707.16,40.6,1824.1,433,488,18.02,379468,0.03,1819.2,9.3,0.92,30854,35.900002,56423,3626,723,706,4581,916,1827,5197,16669,550,25.299999,62017,68556,68861,25943,6.3000002,158
4,1,1,2014,1,10,11.2,11.2,890,0,17.884285,-8.0716667,4.4978561,-0.00357143,6.5009527,12.422143,-4.216431,33.54761887,7.5242844,8.906189,0.42619047,43.3571434,-1.214285731,-4.4952382,79.4,77.3,80.8,1029,234.933,92.39,2.977,4410351,4072.2,4.432,2.967,671.2,193900,642,1960000,262,4849324,3.8,737.43,40.2,3889.5,433,488,18.38,379468,0.03,1842.37,9.1,0.7,,,0,0,0,0,,,,,,,,,,,,,
0,1,1,2014,1,12,11.2,11.2,890,0,4.0949995,-2.5000002,2.6190491,-0.01880952,1.1211905,2.0776191,3.215721,0.47618866,3.8340492,2.5714302,0.00714286,26.30952454,0,8.419048,79.4,77.3,80.8,1085,234.933,92.39,2.977,3152871,2931,4.432,2.967,539.8,287100,642,1150000,121,3445455,3.8,1014.68,37.5,2811.4,187,236,18.38,379468,0.03,1842.37,8.5,0.86,8278,38,14505,86,294,224,1146,269,640,989,4240,290,42.700001,50824,55595,56886,22781,5.5999999,146
0,1,1,2014,1,9,11.2,11.2,890,0,20.632381,-10.239285,7.9133318,-0.13642857,6.9007143,12.884048,6.023094,39.09523773,6.3247626,11.080953,-0.14642857,4.047618866,-0.928571403,-4.0147616,79.4,77.3,80.8,1029,234.933,91.36,2.953,11782494,11267.8,4.432,2.943,1812.6,193900,642,1960000,262,12655050,3.87,822.31,41.5,10464.1,433,488,18.28,379468,0.03,1838.13,6.9,0.61,7725,38.200001,13627,339,305,2065,1087,174,226,1172,4128,197,27.6,70833,77974,76352,28860,6.5,2
0,1,1,2014,1,11,11.2,11.2,890,0,10.307381,-10.013573,13.423334,-0.01030544,3.5904287,5.6820516,-11.98112,6.687454224,7.6083413,6.2585164,-0.01261905,-7.38555336,-0.049948439,-0.4805352,79.4,77.3,80.8,1124,234.933,92.39,2.977,975982,973.8,4.432,2.967,169.4,160500,642,1160000,51,1022961,3.8,653.56,35.3,941.8,131,62,18.38,379468,0.03,1842.37,4.6,0.79,2084,41.900002,4103,19,13,38,243,55,134,237,1192,81,21.4,50129,72565,56776,29911,5.3000002,17
